,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCAO,VOTOS_BRANCOS,VOTOS_NULOS,PCT_ABSTENCAO,PCT_BRANCOS,PCT_NULOS
203,PB,22055,SÃO SEBASTIÃO DO UMBUZEIRO,6270,5143,1127,651,831,17.974481658692184,12.657981722729925,16.157884503208244
204,PB,22071,SAPÉ,72286,60492,11794,10666,11513,16.31574578756606,17.632083581300005,19.032268729749386
205,PB,22098,SÃO VICENTE DO SERIDÓ,17912,14232,3680,2239,2572,20.54488610987048,15.732152894884766,18.07195053400787
206,PB,22110,SERRA BRANCA,20864,16955,3909,2255,2888,18.735621165644172,13.299911530521971,17.03332350339133
207,PB,22136,SERRA DA RAIZ,6072,4862,1210,546,772,19.92753623188406,11.229946524064172,15.878239407651174
208,PB,22152,SERRA GRANDE,6408,4897,1511,385,528,23.579900124843945,7.861956299775373,10.782111496834796
209,PB,22179,SERRA REDONDA,12356,10395,1961,1193,1982,15.87083198446099,11.476671476671477,19.066859066859067
210,PB,22195,SERRARIA,8778,6750,2028,957,1279,23.103212576896787,14.177777777777777,18.948148148148146
211,PB,22217,SOLÂNEA,42790,34156,8634,5219,6111,20.17761159149334,15.279892259046726,17.89143927860405
212,PB,22233,SOLEDADE,22354,18524,3830,3305,4257,17.133398944260534,17.84171885122004,22.980997624703086
213,PB,22250,SOUSA,93324,79272,14052,14511,11061,15.057220007715058,18.305328489252197,13.95322434150772
214,PB,22276,SUMÉ,27104,22197,4907,2750,3627,18.104338842975206,12.38906158489886,16.340045952155695
215,PB,22292,TACIMA,14952,12027,2925,1821,1840,19.562600321027286,15.140932900972812,15.298910784069179
216,PB,22314,TAPEROÁ,22062,16981,5081,2529,3648,23.030550267428158,14.893115835345386,21.482833755373655
217,PB,22330,TAVARES,23110,17345,5765,2580,3325,24.94591086109909,14.874603632170654,19.169789564716055
218,PB,22357,TEIXEIRA,23396,18988,4408,3536,3377,18.840827491878954,18.622287760690963,17.784916789551293
219,PB,22373,TRIUNFO,14840,11782,3058,1219,1874,20.60646900269542,10.34629095230012,15.905618740451535
220,PB,22390,UIRAÚNA,24012,19974,4038,1367,2534,16.816591704147925,6.843897066186042,12.686492440172223
221,PB,22411,UMBUZEIRO,13658,11137,2521,2144,2611,18.458046566115097,19.25114483254018,23.444374607165305
222,PB,22438,VÁRZEA,5150,4451,699,514,639,13.572815533980581,11.547966749045159,14.35632442147832
