,Unnamed: 0,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCAO,VOTOS_BRANCOS,VOTOS_NULOS,PCT_ABSTENCAO,PCT_BRANCOS,PCT_NULOS,ANALFABETO,ENSINO FUNDAMENTAL COMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MÉDIO COMPLETO,ENSINO MÉDIO INCOMPLETO,LÊ E ESCREVE,SUPERIOR COMPLETO,SUPERIOR INCOMPLETO,100 anos ou mais              ,16 anos                       ,17 anos                       ,18 anos                       ,19 anos                       ,20 anos                       ,21 a 24 anos                  ,25 a 29 anos                  ,30 a 34 anos                  ,35 a 39 anos                  ,40 a 44 anos                  ,45 a 49 anos                  ,50 a 54 anos                  ,55 a 59 anos                  ,60 a 64 anos                  ,65 a 69 anos                  ,70 a 74 anos                  ,75 a 79 anos                  ,80 a 84 anos                  ,85 a 89 anos                  ,90 a 94 anos                  ,95 a 99 anos                  ,Inválido                      ,FEMININO,MASCULINO,codigo_ibge,municipio,pib_mil_reais
174,174,PB,21474,PRINCESA ISABEL,32274,25525,6749,3527,4391,20.91156968457582,13.817825661116553,17.202742409402546,1085.0,712.0,4506.0,2917.0,2371.0,3149.0,876.0,521.0,3.0,187.0,233.0,256.0,285.0,333.0,1411.0,1675.0,1645.0,1613.0,1634.0,1383.0,1223.0,1068.0,854.0,761.0,546.0,475.0,302.0,171.0,67.0,12.0,0.0,8583.0,7554.0,2512309,Princesa Isabel - PB,343379
175,175,PB,21490,PUXINANÃ,24032,20786,3246,3696,4727,13.50699067909454,17.78119888386414,22.741268161262383,720.0,588.0,3928.0,2271.0,1808.0,2056.0,388.0,257.0,3.0,93.0,145.0,180.0,205.0,239.0,1099.0,1226.0,1250.0,1273.0,1162.0,1029.0,918.0,806.0,676.0,563.0,493.0,291.0,206.0,102.0,44.0,13.0,0.0,6335.0,5681.0,2512408,Puxinanã - PB,189387
176,176,PB,21512,QUEIMADAS,69490,58611,10879,12355,14097,15.655489998560943,21.07966081452287,24.05179915033014,4591.0,1825.0,6570.0,6519.0,5092.0,7225.0,1613.0,1310.0,17.0,231.0,365.0,575.0,636.0,652.0,3049.0,3963.0,3780.0,3539.0,3186.0,2913.0,2697.0,2459.0,1862.0,1455.0,1367.0,904.0,595.0,310.0,140.0,50.0,0.0,18118.0,16627.0,2512507,Queimadas - PB,788732
177,177,PB,21539,QUIXABA,4576,3890,686,467,650,14.991258741258742,12.005141388174808,16.709511568123396,207.0,121.0,536.0,550.0,354.0,324.0,135.0,61.0,1.0,24.0,21.0,45.0,49.0,39.0,173.0,235.0,192.0,248.0,229.0,232.0,207.0,185.0,108.0,86.0,83.0,58.0,42.0,21.0,7.0,3.0,0.0,1125.0,1163.0,2512606,Quixaba - PB,30647
178,178,PB,21555,REMÍGIO,28414,22866,5548,2902,3904,19.525585978742875,12.691332108807837,17.073384063675327,1359.0,612.0,4436.0,2359.0,2007.0,1949.0,852.0,633.0,3.0,143.0,195.0,251.0,274.0,283.0,1258.0,1407.0,1446.0,1457.0,1399.0,1144.0,1022.0,962.0,818.0,608.0,574.0,405.0,309.0,179.0,63.0,7.0,0.0,7600.0,6607.0,2512705,Remígio - PB,224366
179,179,PB,21571,RIACHO DOS CAVALOS,15274,13018,2256,2055,1789,14.770197721618436,15.7858349976955,13.742510370256566,796.0,414.0,1964.0,1065.0,1026.0,1957.0,303.0,112.0,0.0,61.0,88.0,124.0,125.0,142.0,610.0,738.0,814.0,818.0,775.0,632.0,590.0,585.0,496.0,375.0,301.0,184.0,123.0,42.0,12.0,2.0,0.0,3831.0,3806.0,2512804,Riacho dos Cavalos - PB,111761
180,180,PB,21598,RIO TINTO,36402,31517,4885,4547,5513,13.419592330091753,14.427134562299711,17.492147095218456,1102.0,935.0,4001.0,4370.0,2290.0,3563.0,1111.0,829.0,0.0,147.0,199.0,262.0,302.0,338.0,1509.0,1930.0,1861.0,1890.0,1892.0,1642.0,1485.0,1410.0,1140.0,969.0,719.0,291.0,154.0,43.0,14.0,3.0,1.0,9404.0,8797.0,2512903,Rio Tinto - PB,393104
181,181,PB,21610,SALGADINHO,6566,4986,1580,464,717,24.063356685957967,9.306056959486565,14.380264741275573,238.0,202.0,900.0,464.0,481.0,749.0,125.0,124.0,1.0,46.0,52.0,64.0,76.0,73.0,309.0,389.0,350.0,350.0,348.0,291.0,203.0,181.0,151.0,141.0,105.0,70.0,53.0,23.0,6.0,1.0,0.0,1630.0,1653.0,2513000,Salgadinho - PB,40278
182,182,PB,21636,SALGADO DE SÃO FÉLIX,19360,15650,3710,1873,2874,19.163223140495862,11.968051118210862,18.36421725239617,1046.0,357.0,2064.0,1580.0,1255.0,2766.0,412.0,200.0,2.0,71.0,97.0,132.0,148.0,178.0,799.0,987.0,1025.0,963.0,906.0,788.0,705.0,746.0,584.0,541.0,426.0,301.0,181.0,73.0,19.0,7.0,1.0,4991.0,4689.0,2513109,Salgado de São Félix - PB,177321
183,183,PB,21652,SANTA CRUZ,11178,9292,1886,963,1019,16.872427983539097,10.363753766681016,10.966422729229444,595.0,294.0,1276.0,1085.0,765.0,1162.0,245.0,167.0,0.0,80.0,68.0,65.0,77.0,85.0,346.0,435.0,441.0,517.0,554.0,499.0,433.0,431.0,420.0,343.0,300.0,210.0,160.0,87.0,30.0,8.0,0.0,2800.0,2789.0,2513208,Santa Cruz - PB,74312
184,184,PB,21679,SANTA HELENA,11178,9324,1854,1037,1532,16.586151368760063,11.121836121836122,16.43071643071643,407.0,324.0,1795.0,1122.0,739.0,637.0,331.0,234.0,0.0,54.0,71.0,77.0,98.0,95.0,399.0,558.0,503.0,553.0,518.0,479.0,420.0,453.0,346.0,314.0,285.0,183.0,124.0,49.0,8.0,2.0,0.0,2859.0,2730.0,2513307,Santa Helena - PB,84256
185,185,PB,21695,SANTA LUZIA,23638,19949,3689,3928,3711,15.60622726118961,19.69021003559076,18.60243621234147,792.0,532.0,2769.0,3210.0,1824.0,999.0,1089.0,604.0,1.0,92.0,151.0,204.0,214.0,229.0,901.0,1158.0,1082.0,1163.0,1199.0,1028.0,909.0,921.0,702.0,615.0,533.0,356.0,219.0,102.0,32.0,7.0,1.0,6194.0,5625.0,2513406,Santa Luzia - PB,573425
186,186,PB,21717,SANTANA DE MANGUEIRA,8926,6993,1933,570,1118,21.65583688102173,8.151008151008151,15.987415987415988,447.0,184.0,954.0,568.0,626.0,1437.0,174.0,73.0,5.0,38.0,70.0,100.0,91.0,86.0,374.0,460.0,449.0,439.0,422.0,414.0,320.0,303.0,248.0,206.0,182.0,152.0,65.0,27.0,9.0,3.0,0.0,2212.0,2251.0,2513505,Santana de Mangueira - PB,60940
187,187,PB,21733,SANTANA DOS GARROTES,12564,9479,3085,1017,1674,24.554282075772047,10.728979850195168,17.660090726869925,683.0,250.0,1456.0,1041.0,1033.0,1446.0,234.0,139.0,2.0,90.0,104.0,90.0,114.0,107.0,472.0,586.0,569.0,606.0,514.0,493.0,452.0,500.0,432.0,360.0,310.0,209.0,146.0,73.0,38.0,15.0,0.0,3287.0,2995.0,2513604,Santana dos Garrotes - PB,81502
188,188,PB,21750,SANTA RITA,196788,165962,30826,34030,39412,15.664573043071734,20.50469384557911,23.747604873404757,6723.0,4579.0,25706.0,26487.0,15502.0,11498.0,4191.0,3708.0,5.0,441.0,811.0,1469.0,1617.0,1889.0,8445.0,10728.0,10209.0,10406.0,11053.0,9543.0,8416.0,7093.0,5405.0,4182.0,3225.0,1905.0,977.0,421.0,135.0,18.0,1.0,52197.0,46197.0,2513703,Santa Rita - PB,3163544
189,189,PB,21776,SANTA TERESINHA,11136,9237,1899,1466,1423,17.052801724137932,15.87095377286998,15.405434664934504,483.0,330.0,1298.0,1192.0,802.0,959.0,309.0,195.0,0.0,55.0,71.0,98.0,108.0,116.0,487.0,525.0,503.0,572.0,577.0,531.0,455.0,400.0,311.0,245.0,199.0,154.0,83.0,56.0,16.0,6.0,0.0,2774.0,2794.0,2513802,Santa Teresinha - PB,66909
190,190,PB,21792,SÃO BENTO,54092,44617,9475,3996,5466,17.516453449678327,8.956227446937266,12.250935741981756,2643.0,933.0,7825.0,3563.0,3406.0,6464.0,1242.0,970.0,2.0,278.0,403.0,467.0,461.0,502.0,2248.0,3040.0,2877.0,2979.0,3042.0,2480.0,2069.0,1867.0,1305.0,1092.0,859.0,540.0,359.0,134.0,36.0,6.0,0.0,14185.0,12861.0,2513901,São Bento - PB,724346
191,191,PB,21814,SÃO JOÃO DO CARIRI,8422,6975,1447,626,859,17.18119211588696,8.974910394265233,12.315412186379929,163.0,288.0,1331.0,710.0,639.0,641.0,253.0,186.0,1.0,26.0,37.0,61.0,85.0,84.0,304.0,367.0,402.0,389.0,384.0,353.0,334.0,343.0,270.0,247.0,202.0,126.0,93.0,60.0,34.0,9.0,0.0,2194.0,2017.0,2514008,São João do Cariri - PB,71555
192,192,PB,21830,SÃO JOÃO DO TIGRE,7748,6470,1278,564,1126,16.4945792462571,8.717156105100464,17.40340030911901,353.0,179.0,1433.0,533.0,657.0,543.0,100.0,76.0,1.0,59.0,66.0,70.0,86.0,69.0,377.0,423.0,352.0,368.0,333.0,304.0,299.0,291.0,222.0,197.0,147.0,111.0,66.0,24.0,6.0,3.0,0.0,1879.0,1995.0,2514107,São João do Tigre - PB,51496
193,193,PB,21857,SÃO JOSÉ DA LAGOA TAPADA,13206,10939,2267,1749,1820,17.166439497198244,15.98866441173782,16.63771825578206,1077.0,206.0,1584.0,777.0,813.0,1803.0,211.0,132.0,9.0,104.0,106.0,109.0,127.0,134.0,420.0,660.0,583.0,674.0,638.0,536.0,455.0,485.0,409.0,388.0,329.0,206.0,130.0,68.0,25.0,8.0,0.0,3391.0,3212.0,2514206,São José da Lagoa Tapada - PB,87269
194,194,PB,21873,SÃO JOSÉ DE CAIANA,10680,7900,2780,697,1105,26.02996254681648,8.822784810126583,13.9873417721519,502.0,272.0,1622.0,759.0,821.0,1014.0,218.0,132.0,2.0,73.0,84.0,115.0,106.0,117.0,506.0,605.0,581.0,570.0,520.0,441.0,321.0,338.0,255.0,261.0,193.0,129.0,76.0,28.0,17.0,2.0,0.0,2653.0,2687.0,2514305,São José de Caiana - PB,63973
195,195,PB,21890,SÃO JOSÉ DE ESPINHARAS,8680,7056,1624,720,1035,18.70967741935484,10.20408163265306,14.668367346938776,411.0,246.0,1139.0,895.0,512.0,799.0,218.0,120.0,1.0,50.0,50.0,79.0,68.0,85.0,309.0,392.0,381.0,467.0,420.0,375.0,306.0,368.0,287.0,217.0,191.0,142.0,97.0,41.0,10.0,4.0,0.0,2092.0,2248.0,2514404,São José de Espinharas - PB,66469
196,196,PB,21911,SÃO JOSÉ DE PIRANHAS,30276,24492,5784,3193,4046,19.1042409829568,13.036910011432305,16.519679895476074,980.0,434.0,4562.0,2443.0,1885.0,3338.0,941.0,555.0,0.0,127.0,201.0,226.0,271.0,284.0,1241.0,1554.0,1520.0,1597.0,1480.0,1283.0,1148.0,1103.0,870.0,744.0,628.0,439.0,274.0,113.0,27.0,8.0,0.0,7689.0,7449.0,2514503,São José de Piranhas - PB,289437
197,197,PB,21938,SÃO JOSÉ DO BONFIM,8082,6714,1368,820,1018,16.926503340757236,12.213285671730713,15.162347333929102,288.0,209.0,1097.0,1017.0,545.0,630.0,167.0,88.0,4.0,30.0,54.0,77.0,89.0,70.0,334.0,405.0,395.0,406.0,425.0,389.0,307.0,295.0,211.0,185.0,133.0,107.0,66.0,34.0,18.0,7.0,0.0,2031.0,2010.0,2514602,São José do Bonfim - PB,41022
198,198,PB,21954,SÃO JOSÉ DO SABUGI,8148,7305,843,353,932,10.346097201767304,4.832306639288158,12.75838466803559,206.0,201.0,1105.0,853.0,651.0,674.0,231.0,153.0,1.0,32.0,61.0,64.0,69.0,69.0,312.0,432.0,381.0,411.0,393.0,382.0,329.0,302.0,237.0,210.0,151.0,125.0,75.0,24.0,12.0,2.0,0.0,2021.0,2053.0,2514701,São José do Sabugi - PB,129591
199,199,PB,21970,SÃO JOSÉ DOS CORDEIROS,6928,5578,1350,693,810,19.48614318706697,12.423807816421656,14.521333811401938,220.0,183.0,1069.0,512.0,476.0,824.0,106.0,74.0,1.0,32.0,67.0,55.0,61.0,71.0,282.0,278.0,300.0,351.0,312.0,298.0,252.0,256.0,240.0,194.0,155.0,118.0,81.0,42.0,15.0,3.0,0.0,1727.0,1737.0,2514800,São José dos Cordeiros - PB,44795
200,200,PB,21997,SÃO MAMEDE,14038,11183,2855,1719,1747,20.337654936600654,15.371546096754004,15.621926137887865,428.0,339.0,1788.0,1354.0,1144.0,1234.0,445.0,287.0,0.0,86.0,107.0,116.0,118.0,119.0,463.0,508.0,588.0,681.0,659.0,648.0,548.0,576.0,469.0,435.0,372.0,239.0,162.0,82.0,36.0,7.0,0.0,3618.0,3401.0,2514909,São Mamede - PB,101241
201,201,PB,22012,SÃO MIGUEL DE TAIPU,12180,10294,1886,1512,1677,15.48440065681445,14.688167864775597,16.291043326209444,660.0,218.0,2047.0,1151.0,840.0,835.0,208.0,131.0,5.0,42.0,80.0,130.0,124.0,142.0,521.0,689.0,670.0,666.0,611.0,520.0,469.0,426.0,298.0,235.0,190.0,128.0,98.0,31.0,11.0,4.0,0.0,3118.0,2972.0,2515005,São Miguel de Taipu - PB,122551
202,202,PB,22039,SÃO SEBASTIÃO DE LAGOA DE ROÇA,17558,14144,3414,2512,3608,19.44412803280556,17.760180995475114,25.509049773755656,667.0,424.0,2778.0,1459.0,1156.0,1772.0,285.0,238.0,0.0,57.0,95.0,133.0,148.0,152.0,757.0,858.0,826.0,879.0,913.0,780.0,706.0,618.0,541.0,405.0,348.0,252.0,170.0,89.0,44.0,8.0,0.0,4613.0,4166.0,2515104,São Sebastião de Lagoa de Roça - PB,133993
203,203,PB,22055,SÃO SEBASTIÃO DO UMBUZEIRO,6270,5143,1127,651,831,17.974481658692184,12.657981722729923,16.157884503208244,262.0,174.0,714.0,520.0,509.0,711.0,145.0,100.0,1.0,20.0,39.0,57.0,56.0,55.0,236.0,345.0,289.0,311.0,274.0,250.0,223.0,255.0,181.0,183.0,135.0,88.0,74.0,48.0,12.0,3.0,0.0,1604.0,1531.0,2515203,São Sebastião do Umbuzeiro - PB,46472
204,204,PB,22071,SAPÉ,72286,60492,11794,10666,11513,16.31574578756606,17.632083581300005,19.032268729749383,4409.0,1546.0,8464.0,7202.0,4737.0,6689.0,1820.0,1276.0,1.0,183.0,343.0,497.0,625.0,708.0,3018.0,3907.0,3774.0,3907.0,3743.0,3247.0,2940.0,2568.0,2028.0,1755.0,1395.0,844.0,423.0,179.0,46.0,9.0,3.0,19077.0,17066.0,2515302,Sapé - PB,852471
205,205,PB,22098,SÃO VICENTE DO SERIDÓ,17912,14232,3680,2239,2572,20.54488610987048,15.732152894884766,18.07195053400787,660.0,372.0,2750.0,1277.0,1638.0,1806.0,274.0,179.0,5.0,87.0,140.0,152.0,198.0,214.0,839.0,1094.0,1046.0,918.0,816.0,695.0,587.0,548.0,417.0,352.0,320.0,200.0,189.0,71.0,52.0,16.0,0.0,4510.0,4446.0,2515401,São Vicente do Seridó - PB,112003
206,206,PB,22110,SERRA BRANCA,20864,16955,3909,2255,2888,18.73562116564417,13.299911530521973,17.03332350339133,494.0,512.0,2785.0,2332.0,1390.0,1769.0,668.0,482.0,1.0,79.0,120.0,174.0,165.0,170.0,716.0,949.0,967.0,967.0,931.0,900.0,807.0,846.0,687.0,593.0,474.0,346.0,289.0,160.0,71.0,20.0,0.0,5498.0,4934.0,2515500,Serra Branca - PB,187052
207,207,PB,22136,SERRA DA RAIZ,6072,4862,1210,546,772,19.92753623188406,11.229946524064172,15.878239407651174,235.0,108.0,762.0,658.0,573.0,440.0,147.0,113.0,0.0,25.0,42.0,63.0,65.0,61.0,240.0,331.0,337.0,312.0,303.0,265.0,244.0,203.0,163.0,115.0,111.0,78.0,47.0,27.0,3.0,1.0,0.0,1504.0,1532.0,2515609,Serra da Raiz - PB,47507
208,208,PB,22152,SERRA GRANDE,6408,4897,1511,385,528,23.579900124843945,7.861956299775373,10.782111496834796,252.0,199.0,791.0,508.0,523.0,669.0,164.0,98.0,4.0,52.0,46.0,56.0,79.0,48.0,257.0,398.0,338.0,351.0,332.0,247.0,202.0,191.0,184.0,135.0,113.0,83.0,47.0,19.0,16.0,6.0,0.0,1584.0,1620.0,2515708,Serra Grande - PB,40406
209,209,PB,22179,SERRA REDONDA,12356,10395,1961,1193,1982,15.87083198446099,11.476671476671475,19.066859066859067,582.0,240.0,2057.0,1172.0,723.0,1024.0,223.0,157.0,1.0,30.0,68.0,81.0,92.0,108.0,521.0,646.0,589.0,637.0,541.0,527.0,455.0,476.0,415.0,330.0,233.0,185.0,128.0,66.0,38.0,11.0,0.0,3243.0,2935.0,2515807,Serra Redonda - PB,74715
210,210,PB,22195,SERRARIA,8778,6750,2028,957,1279,23.103212576896787,14.177777777777775,18.948148148148142,596.0,158.0,1190.0,738.0,540.0,796.0,232.0,139.0,0.0,43.0,53.0,72.0,86.0,98.0,366.0,465.0,401.0,412.0,381.0,367.0,339.0,304.0,280.0,230.0,174.0,134.0,122.0,49.0,10.0,3.0,0.0,2251.0,2138.0,2515906,Serraria - PB,79579
211,211,PB,22217,SOLÂNEA,42790,34156,8634,5219,6111,20.17761159149334,15.279892259046726,17.89143927860405,2222.0,973.0,4954.0,3241.0,2954.0,4894.0,1300.0,857.0,5.0,201.0,293.0,373.0,438.0,437.0,1867.0,2071.0,1995.0,2085.0,2041.0,1733.0,1579.0,1510.0,1274.0,1106.0,876.0,684.0,468.0,245.0,92.0,22.0,0.0,11570.0,9825.0,2516003,Solânea - PB,428475
212,212,PB,22233,SOLEDADE,22354,18524,3830,3305,4257,17.133398944260534,17.84171885122004,22.98099762470309,618.0,532.0,3592.0,2021.0,1444.0,2058.0,537.0,375.0,2.0,88.0,123.0,170.0,204.0,225.0,866.0,1197.0,1103.0,1101.0,1154.0,980.0,862.0,766.0,648.0,533.0,427.0,333.0,220.0,120.0,40.0,15.0,0.0,5779.0,5398.0,2516102,Soledade - PB,319643
213,213,PB,22250,SOUSA,93324,79272,14052,14511,11061,15.057220007715058,18.3053284892522,13.95322434150772,3721.0,2327.0,11295.0,9574.0,6615.0,6950.0,3721.0,2459.0,8.0,354.0,559.0,718.0,768.0,871.0,3479.0,4328.0,4375.0,4753.0,5087.0,4505.0,3718.0,3660.0,2717.0,2242.0,1851.0,1281.0,928.0,318.0,116.0,25.0,1.0,24863.0,21799.0,2516201,Sousa - PB,1714770
214,214,PB,22276,SUMÉ,27104,22197,4907,2750,3627,18.104338842975206,12.38906158489886,16.340045952155695,1039.0,589.0,3285.0,2692.0,1779.0,2687.0,825.0,656.0,2.0,108.0,165.0,193.0,214.0,216.0,1003.0,1225.0,1318.0,1352.0,1276.0,1210.0,1093.0,1093.0,866.0,675.0,588.0,425.0,318.0,127.0,71.0,13.0,1.0,7103.0,6449.0,2516300,Sumé - PB,255601
215,215,PB,22292,TACIMA,14952,12027,2925,1821,1840,19.562600321027286,15.140932900972812,15.29891078406918,728.0,392.0,1681.0,1384.0,1025.0,1772.0,310.0,184.0,0.0,69.0,85.0,143.0,145.0,144.0,636.0,792.0,745.0,717.0,777.0,694.0,559.0,584.0,380.0,317.0,307.0,217.0,109.0,41.0,15.0,0.0,0.0,3721.0,3755.0,2516409,Tacima - PB,106670
216,216,PB,22314,TAPEROÁ,22062,16981,5081,2529,3648,23.03055026742816,14.893115835345386,21.48283375537365,816.0,538.0,3568.0,1610.0,1420.0,2106.0,623.0,350.0,2.0,97.0,132.0,153.0,178.0,219.0,880.0,1185.0,1091.0,1170.0,1037.0,895.0,765.0,794.0,591.0,543.0,487.0,333.0,267.0,138.0,54.0,19.0,1.0,5763.0,5268.0,2516508,Taperoá - PB,169781
217,217,PB,22330,TAVARES,23110,17345,5765,2580,3325,24.94591086109909,14.874603632170654,19.16978956471605,977.0,671.0,3399.0,1555.0,1686.0,2648.0,411.0,208.0,1.0,132.0,199.0,262.0,221.0,235.0,988.0,1239.0,1141.0,1120.0,1079.0,942.0,845.0,813.0,585.0,532.0,458.0,336.0,243.0,121.0,50.0,12.0,1.0,5967.0,5588.0,2516607,Tavares - PB,167333
218,218,PB,22357,TEIXEIRA,23396,18988,4408,3536,3377,18.840827491878954,18.622287760690963,17.784916789551293,714.0,443.0,3152.0,2410.0,1943.0,2067.0,598.0,371.0,0.0,117.0,193.0,189.0,238.0,244.0,1056.0,1263.0,1254.0,1263.0,1170.0,1003.0,836.0,767.0,595.0,538.0,426.0,259.0,153.0,94.0,28.0,11.0,1.0,6180.0,5518.0,2516706,Teixeira - PB,222479
219,219,PB,22373,TRIUNFO,14840,11782,3058,1219,1874,20.60646900269542,10.34629095230012,15.905618740451535,594.0,417.0,2386.0,1409.0,1016.0,1069.0,337.0,192.0,2.0,91.0,103.0,130.0,150.0,122.0,612.0,768.0,793.0,765.0,689.0,611.0,523.0,478.0,414.0,427.0,336.0,217.0,131.0,47.0,10.0,1.0,0.0,3769.0,3651.0,2516805,Triunfo - PB,121796
220,220,PB,22390,UIRAÚNA,24012,19974,4038,1367,2534,16.816591704147925,6.843897066186042,12.686492440172223,1522.0,541.0,3000.0,2520.0,1431.0,1320.0,1166.0,506.0,3.0,124.0,156.0,186.0,191.0,198.0,882.0,1157.0,1187.0,1235.0,1128.0,907.0,923.0,914.0,745.0,663.0,581.0,377.0,273.0,126.0,47.0,3.0,0.0,6395.0,5611.0,2516904,Uiraúna - PB,245510
221,221,PB,22411,UMBUZEIRO,13658,11137,2521,2144,2611,18.458046566115097,19.25114483254018,23.444374607165305,637.0,305.0,1673.0,1094.0,1121.0,1452.0,352.0,195.0,0.0,77.0,82.0,109.0,131.0,147.0,613.0,768.0,727.0,736.0,616.0,542.0,508.0,482.0,387.0,303.0,274.0,186.0,85.0,49.0,5.0,2.0,0.0,3500.0,3329.0,2517001,Umbuzeiro - PB,118557
222,222,PB,22438,VÁRZEA,5150,4451,699,514,639,13.57281553398058,11.54796674904516,14.35632442147832,96.0,136.0,548.0,637.0,462.0,301.0,251.0,144.0,0.0,27.0,30.0,46.0,43.0,54.0,197.0,196.0,230.0,278.0,249.0,221.0,185.0,228.0,147.0,141.0,111.0,90.0,67.0,20.0,13.0,2.0,0.0,1322.0,1253.0,2517100,Várzea - PB,46408
